# Gene panel: Mendel-v12 -- Date: 2022-01-31
#gene symbol	HGNC	remove (add x)	phenotype	inheritance	omim_number	pmid	inheritance info	comment
NDE1	17619		Lissencephaly 4 (with microcephaly)	AR	614019			
NDP	7678		Exudative vitreoretinopathy 2, X-linked	XD/XR	305390			
NDP	7678		Norrie disease	XR	310600			
NDRG1	7679		Charcot-Marie-Tooth disease, type 4D	AR	601455			
NDST1	7680		Mental retardation, autosomal recessive 46	AR	616116			
NDUFA1	7683		Mitochondrial complex I deficiency, nuclear type 12	XR	301020			
NDUFA10	7684		Mitochondrial complex I deficiency, nuclear type 22	AR	618243			
NDUFA11	20371		Mitochondrial complex I deficiency, nuclear type 14	AR	618236			
NDUFA12	23987		Mitochondrial complex I deficiency, nuclear type 23	AR	618244			
NDUFA13	17194		?Mitochondrial complex I deficiency, nuclear type 28	AR	618249			
NDUFA13	17194		{Thyroid carcinoma, Hurthle cell}		607464			
NDUFA2	7685		Mitochondrial complex I deficiency, nuclear type 13	AR	618235			
NDUFA4	7687		?Mitochondrial complex IV deficiency, nuclear type 21	AR	619065			
NDUFA6	7690		Mitochondrial complex I deficiency, nuclear type 33	AR	618253			
NDUFA8	7692		Mitochondrial complex I deficiency, nuclear type 37	AR	619272			
NDUFA9	7693		Mitochondrial complex I deficiency, nuclear type 26	AR	618247			
NDUFAF1	18828		Mitochondrial complex I deficiency, nuclear type 11	AR	618234			
NDUFAF2	28086		Mitochondrial complex I deficiency, nuclear type 10	AR	618233			
NDUFAF3	29918		Mitochondrial complex I deficiency, nuclear type 18	AR	618240			
NDUFAF4	21034		Mitochondrial complex I deficiency, nuclear type 15	AR	618237			
NDUFAF5	15899		Mitochondrial complex I deficiency, nuclear type 16	AR	618238			
NDUFAF6	28625		Fanconi renotubular syndrome 5	AR	618913			
NDUFAF6	28625		Mitochondrial complex I deficiency, nuclear type 17	AR	618239			
NDUFAF8	33551		Mitochondrial complex I deficiency, nuclear type 34	AR	618776			
NDUFB10	7696		?Mitochondrial complex I deficiency, nuclear type 35	AR	619003			
NDUFB11	20372		?Mitochondrial complex I deficiency, nuclear type 30	X	301021			
NDUFB11	20372		Linear skin defects with multiple congenital anomalies 3	XD	300952			
NDUFB3	7698		Mitochondrial complex I deficiency, nuclear type 25	AR	618246			
NDUFB8	7703		Mitochondrial complex I deficiency, nuclear type 32	AR	618252			
NDUFB9	7704		?Mitochondrial complex I deficiency, nuclear type 24	AR	618245			
NDUFS1	7707		Mitochondrial complex I deficiency, nuclear type 5	AR	618226			
NDUFS2	7708		Mitochondrial complex I deficiency, nuclear type 6	AR	618228			
NDUFS3	7710		Mitochondrial complex I deficiency, nuclear type 8	AR	618230			
NDUFS4	7711		Mitochondrial complex I deficiency, nuclear type 1	AR	252010			
NDUFS6	7713		Mitochondrial complex I deficiency, nuclear type 9	AR	618232			
NDUFS7	7714		Mitochondrial complex I deficiency, nuclear type 3	AR	618224			
NDUFS8	7715		Mitochondrial complex I deficiency, nuclear type 2	AR	618222			
NDUFV1	7716		Mitochondrial complex I deficiency, nuclear type 4	AR	618225			
NDUFV2	7717		Mitochondrial complex I deficiency, nuclear type 7	AR	618229			
NEB	7720		Arthrogryposis multiplex congenita 6	AR	619334			
NEB	7720		Nemaline myopathy 2, autosomal recessive	AR	256030			
NECAP1	24539		Developmental and epileptic encephalopathy 21	AR	615833			
NECTIN1	9706		Cleft lip/palate-ectodermal dysplasia syndrome	AR	225060			
NECTIN1	9706		Orofacial cleft 7	AR	225060			
NECTIN4	19688		Ectodermal dysplasia-syndactyly syndrome 1	AR	613573			
NEDD4L	7728		Periventricular nodular heterotopia 7	AD	617201			
NEFH	7737		?{Amyotrophic lateral sclerosis, susceptibility to}	AD/AR	105400			
NEFH	7737		Charcot-Marie-Tooth disease, axonal, type 2CC	AD	616924			
NEFL	7739		Charcot-Marie-Tooth disease, dominant intermediate G	AD	617882			
NEFL	7739		Charcot-Marie-Tooth disease, type 1F	AD/AR	607734			
NEFL	7739		Charcot-Marie-Tooth disease, type 2E	AD	607684			
NEK1	7744		Short-rib thoracic dysplasia 6 with or without polydactyly	AR/DR	263520			
NEK1	7744		{Amyotrophic lateral sclerosis, susceptibility to, 24}	AD	617892			
NEK2	7745		?Retinitis pigmentosa 67	AR	615565			
NEK8	13387		?Nephronophthisis 9		613824			
NEK8	13387		Renal-hepatic-pancreatic dysplasia 2	AR	615415			
NEK9	18591		?Arthrogryposis, Perthes disease, and upward gaze palsy	AR	614262			
NEK9	18591		Lethal congenital contracture syndrome 10	AR	617022			
NEK9	18591		Nevus comedonicus, somatic		617025			
NEU1	7758		Sialidosis, type I	AR	256550			
NEU1	7758		Sialidosis, type II	AR	256550			
NEUROD1	7762		Maturity-onset diabetes of the young 6		606394			
NEUROD1	7762		{Type 2 diabetes mellitus, susceptibility to}	AD	125853			
NEUROG3	13806		Diarrhea 4, malabsorptive, congenital	AR	610370			
NEXMIF	29433		Intellectual developmental disorder, X-linked 98	XD	300912			
NEXN	29557		Cardiomyopathy, dilated, 1CC	AD	613122			
NEXN	29557		Cardiomyopathy, hypertrophic, 20	AD	613876			
NF1	7765		Leukemia, juvenile myelomonocytic	AD/SM	607785			
NF1	7765		Neurofibromatosis, familial spinal	AD	162210			
NF1	7765		Neurofibromatosis, type 1	AD	162200			
NF1	7765		Neurofibromatosis-Noonan syndrome	AD	601321			
NF1	7765		Watson syndrome	AD	193520			
NF2	7773		Meningioma, NF2-related, somatic		607174			
NF2	7773		Neurofibromatosis, type 2	AD	101000			
NF2	7773		Schwannomatosis, somatic		162091			
NFASC	29866		Neurodevelopmental disorder with central and peripheral motor dysfunction	AR	618356			
NFE2L2	7782		Immunodeficiency, developmental delay, and hypohomocysteinemia	AD	617744			
NFIA	7784		Brain malformations with or without urinary tract defects	AD	613735			
NFIB	7785		Macrocephaly, acquired, with impaired intellectual development	AD	618286			
NFIX	7788		Malan syndrome	AD	614753			
NFIX	7788		Marshall-Smith syndrome	AD	602535			
NFKB1	7794		Immunodeficiency, common variable, 12	AD	616576			
NFKB2	7795		Immunodeficiency, common variable, 10	AD	615577			
NFKBIA	7797		Ectodermal dysplasia and immunodeficiency 2	AD	612132			
NFS1	15910		Combined oxidative phosphorylation deficiency 52	AR	619386			
NFU1	16287		Multiple mitochondrial dysfunctions syndrome 1	AR	605711			
NGF	7808		Neuropathy, hereditary sensory and autonomic, type V	AR	608654			
NGLY1	17646		Congenital disorder of deglycosylation	AR	615273			
NHEJ1	25737		Severe combined immunodeficiency with microcephaly, growth retardation, and sensitivity to ionizing radiation		611291			
NHLRC1	21576		Epilepsy, progressive myoclonic 2B (Lafora)	AR	254780			
NHP2	14377		Dyskeratosis congenita, autosomal recessive 2	AR	613987			
NHS	7820		Cataract 40, X-linked	X	302200			
NHS	7820		Nance-Horan syndrome	XD	302350			
NIN	14906		?Seckel syndrome 7	AR	614851			
NIPA1	17043		Spastic paraplegia 6, autosomal dominant	AD	600363			
NIPAL4	28018		Ichthyosis, congenital, autosomal recessive 6	AR	612281			
NIPBL	28862		Cornelia de Lange syndrome 1	AD	122470			
NKAP	29873		Intellectual developmental disorder, X-linked, syndromic, Hackman-Di Donato type	XR	301039			
NKX2-1	11825		Chorea, hereditary benign	AD	118700			
NKX2-1	11825		Choreoathetosis, hypothyroidism, and neonatal respiratory distress	AD	610978			
NKX2-1	11825		{Thyroid cancer, nonmedullary, 1}	AD	188550			
NKX2-5	2488		Atrial septal defect 7, with or without AV conduction defects	AD	108900			
NKX2-5	2488		Conotruncal heart malformations, variable		217095			
NKX2-5	2488		Hypoplastic left heart syndrome 2	AD	614435			
NKX2-5	2488		Hypothyroidism, congenital nongoitrous, 5	AD	225250			
NKX2-5	2488		Tetralogy of Fallot	AD	187500			
NKX2-5	2488		Ventricular septal defect 3	AD	614432			
NKX2-6	32940		Conotruncal heart malformations		217095			
NKX2-6	32940		Persistent truncus arteriosus		217095			
NKX3-2	951		Spondylo-megaepiphyseal-metaphyseal dysplasia	AR	613330			
NKX6-2	19321		Spastic ataxia 8, autosomal recessive, with hypomyelinating leukodystrophy	AR	617560			
NLGN3	14289		{Asperger syndrome susceptibility, X-linked 1}	IC	300494			
NLGN3	14289		{Autism susceptibility, X-linked 1}	X	300425			
NLGN4X	14287		Intellectual developmental disorder, X-linked	IC	300495			
NLGN4X	14287		{Asperger syndrome susceptibility, X-linked 2}	X	300497			
NLGN4X	14287		{Autism susceptibility, X-linked 2}	IC	300495			
NLRC4	16412		?Familial cold autoinflammatory syndrome 4	AD	616115			
NLRC4	16412		Autoinflammation with infantile enterocolitis	AD	616050			
NLRP1	14374		?Respiratory papillomatosis, juvenile recurrent, congenital	AR	618803			
NLRP1	14374		Autoinflammation with arthritis and dyskeratosis	AD/AR	617388			
NLRP1	14374		Palmoplantar carcinoma, multiple self-healing	AD	615225			
NLRP1	14374		{Vitiligo-associated multiple autoimmune disease susceptibility 1}		606579			
NLRP12	22938		Familial cold autoinflammatory syndrome 2	AD	611762			
NLRP3	16400		CINCA syndrome	AD	607115			
NLRP3	16400		Deafness, autosomal dominant 34, with or without inflammation	AD	617772			
NLRP3	16400		Familial cold inflammatory syndrome 1	AD	120100			
NLRP3	16400		Keratoendothelitis fugax hereditaria	AD	148200			
NLRP3	16400		Muckle-Wells syndrome	AD	191900			
NLRP7	22947		Hydatidiform mole, recurrent, 1	AR	231090			
NME8	16473		Ciliary dyskinesia, primary, 6	AR	610852			
NMNAT1	17877		Leber congenital amaurosis 9	AR	608553			
NMNAT1	17877		Spondyloepiphyseal dysplasia, sensorineural hearing loss, intellectual developmental disorder, and Leber congenital amaurosis	AR	619260			
NNT	7863		Glucocorticoid deficiency 4, with or without mineralocorticoid deficiency	AR	614736			
NOBOX	22448		Premature ovarian failure 5	AD	611548			
NOD2	5331		Blau syndrome	AD	186580			
NOD2	5331		{Inflammatory bowel disease 1, Crohn disease}		266600			
NOD2	5331		{Yao syndrome}		617321			
NODAL	7865		Heterotaxy, visceral, 5	AD	270100			
NOG	7866		Brachydactyly, type B2	AD	611377			
NOG	7866		Multiple synostoses syndrome 1	AD	186500			
NOG	7866		Stapes ankylosis with broad thumbs and toes	AD	184460			
NOG	7866		Symphalangism, proximal, 1A	AD	185800			
NOG	7866		Tarsal-carpal coalition syndrome	AD	186570			
NOL3	7869		?Myoclonus, familial, 1	AD	614937			
NONO	7871		Intellectual developmental disorder, X-linked syndromic 34	X	300967			
NOP10	14378		Dyskeratosis congenita, autosomal recessive 1	AR	224230			
NOP56	15911		Spinocerebellar ataxia 36	AD	614153			
NOTCH1	7881		Adams-Oliver syndrome 5	AD	616028			
NOTCH1	7881		Aortic valve disease 1	AD	109730			
NOTCH2	7882		Alagille syndrome 2	AD	610205			
NOTCH2	7882		Hajdu-Cheney syndrome	AD	102500			
NOTCH3	7883		?Myofibromatosis, infantile 2	AD	615293			
NOTCH3	7883		Cerebral arteriopathy with subcortical infarcts and leukoencephalopathy 1	AD	125310			
NOTCH3	7883		Lateral meningocele syndrome	AD	130720			
NOVA2	7887		Neurodevelopmental disorder with or without autistic features and/or structural brain abnormalities	AD	618859			
NPC1	7897		Niemann-Pick disease, type C1	AR	257220			
NPC1	7897		Niemann-Pick disease, type D	AR	257220			
NPC1	7897		{Nasopharyngeal carcinoma 1}		607107			
NPC2	14537		Niemann-pick disease, type C2	AR	607625			
NPHP1	7905		Joubert syndrome 4	AR	609583			
NPHP1	7905		Nephronophthisis 1, juvenile	AR	256100			
NPHP1	7905		Senior-Loken syndrome-1	AR	266900			
NPHP3	7907		Meckel syndrome 7	AR	267010			
NPHP3	7907		Nephronophthisis 3	AR	604387			
NPHP3	7907		Renal-hepatic-pancreatic dysplasia 1	AR	208540			
NPHP4	19104		Nephronophthisis 4	AR	606966			
NPHP4	19104		Senior-Loken syndrome 4	AR	606996			
NPHS1	7908		Nephrotic syndrome, type 1	AR	256300			
NPHS2	13394		Nephrotic syndrome, type 2	AR	600995			
NPM1	7910		Leukemia, acute myeloid, somatic		601626			
NPPA	7939		Atrial fibrillation, familial, 6	AD	612201			
NPPA	7939		Atrial standstill 2	AR	615745			
NPR2	7944		Acromesomelic dysplasia 1, Maroteaux type	AR	602875			
NPR2	7944		Epiphyseal chondrodysplasia, Miura type	AD	615923			
NPR2	7944		Short stature with nonspecific skeletal abnormalities	AD	616255			
NPR3	7945		Boudin-Mortier syndrome	AR	619543			
NPRL2	24969		Epilepsy, familial focal, with variable foci 2	AD	617116			
NPRL3	14124		Epilepsy, familial focal, with variable foci 3	AD	617118			
NR0B1	7960		46XY sex reversal 2, dosage-sensitive	X	300018			
NR0B1	7960		Adrenal hypoplasia, congenital	XR	300200			
NR1H4	7967		Cholestasis, progressive familial intrahepatic, 5	AR	617049			
NR1I3	7969		Acrodysostosis 1, with or without hormone resistance	AD	101800			
NR1I3	7969		Adrenocortical tumor, somatic					
NR1I3	7969		Carney complex, type 1	AD	160980			
NR1I3	7969		Myxoma, intracardiac	AD	255960			
NR1I3	7969		Pigmented nodular adrenocortical disease, primary, 1	AD	610489			
NR1I3	7969		Spastic paraplegia 7, autosomal recessive	AD/AR	607259			
NR2F1	7975		Bosch-Boonstra-Schaaf optic atrophy syndrome	AD	615722			
NR2F2	7976		46,XX sex reversal 5	AD	618901			
NR2F2	7976		Congenital heart defects, multiple types, 4	AD	615779			
NR3C1	7978		Glucocorticoid resistance	AD	615962			
NR3C2	7979		Hypertension, early-onset, autosomal dominant, with exacerbation in pregnancy		605115			
NR3C2	7979		Pseudohypoaldosteronism type I, autosomal dominant	AD	177735			
NR5A1	7983		46, XX sex reversal 4	AD	617480			
NR5A1	7983		46XY sex reversal 3	AD	612965			
NR5A1	7983		Adrenocortical insufficiency	AD	612964			
NR5A1	7983		Premature ovarian failure 7	AD	612964			
NR5A1	7983		Spermatogenic failure 8	AD	613957			
NRAS	7989		?RAS-associated autoimmune lymphoproliferative syndrome type IV, somatic		614470			
NRAS	7989		Colorectal cancer, somatic		114500			
NRAS	7989		Epidermal nevus, somatic		162900			
NRAS	7989		Melanocytic nevus syndrome, congenital, somatic		137550			
NRAS	7989		Neurocutaneous melanosis, somatic		249400			
NRAS	7989		Noonan syndrome 6	AD	613224			
NRAS	7989		Schimmelpenning-Feuerstein-Mims syndrome, somatic mosaic		163200			
NRAS	7989		Thyroid carcinoma, follicular, somatic		188470			
NRL	8002		Retinal degeneration, autosomal recessive, clumped pigment type					
NRL	8002		Retinitis pigmentosa 27	AD	613750			
NRROS	24613		Seizures, early-onset, with neurodegeneration and brain calcification	AR	618875			
NRXN1	8008		Pitt-Hopkins-like syndrome 2	AR	614325			
NRXN1	8008		{Schizophrenia, susceptibility to, 17}		614332			
NSD1	14234		Sotos syndrome	AD	117550			
NSD2	12766		Rauch-Steindl syndrome	AD	619695			
NSDHL	13398		CHILD syndrome	XD	308050			
NSDHL	13398		CK syndrome	XR	300831			
NSMCE2	26513		Seckel syndrome 10	AR	617253			
NSMCE3	7677		Lung disease, immunodeficiency, and chromosome breakage syndrome	AR	617241			
NSMF	29843		Hypogonadotropic hypogonadism 9 with or without anosmia	AD	614838			
NSUN2	25994		Mental retardation, autosomal recessive 5	AR	611091			
NSUN3	26208		Combined oxidative phosphorylation deficiency 48	AR	619012			
NT5C2	8022		Spastic paraplegia 45, autosomal recessive	AR	613162			
NT5C3A	17820		Anemia, hemolytic, due to UMPH1 deficiency	AR	266120			
NT5E	8021		Calcification of joints and arteries	AR	211800			
NTF4	8024		Glaucoma 1, open angle, 1O		613100			
NTHL1	8028		Familial adenomatous polyposis 3	AR	616415			
NTNG2	14288		Neurodevelopmental disorder with behavioral abnormalities, absent speech, and hypotonia	AR	618718			
NTRK1	8031		Insensitivity to pain, congenital, with anhidrosis	AR	256800			
NTRK2	8032		Developmental and epileptic encephalopathy 58	AD	617830			
NTRK2	8032		Obesity, hyperphagia, and developmental delay	AD	613886			
NUBPL	20278		Mitochondrial complex I deficiency, nuclear type 21	AR	618242			
NUP107	29914		?Ovarian dysgenesis 6	AR	618078			
NUP107	29914		Galloway-Mowat syndrome 7	AR	618348			
NUP107	29914		Nephrotic syndrome, type 11	AR	616730			
NUP133	18016		?Galloway-Mowat syndrome 8	AR	618349			
NUP133	18016		Nephrotic syndrome, type 18	AR	618177			
NUP155	8063		?Atrial fibrillation 15	AR	615770			
NUP188	17859		Sandestig-Stefanova syndrome	AR	618804			
NUP205	18658		?Nephrotic syndrome, type 13	AR	616893			
NUP214	8064		Leukemia, T-cell acute lymphoblastic, somatic		613065			
NUP214	8064		Leukemia, acute myeloid, somatic		601626			
NUP214	8064		{Encephalopathy, acute, infection-induced, susceptibility to, 9}	AR	618426			
NUP62	8066		Striatonigral degeneration, infantile	AR	271930			
NUP88	8067		Fetal akinesia deformation sequence 4	AR	618393			
NUP93	28958		Nephrotic syndrome, type 12	AR	616892			
NUS1	21042		?Congenital disorder of glycosylation, type 1aa	AR	617082			
NUS1	21042		Mental retardation, autosomal dominant 55, with seizures	AD	617831			
NXN	18008		Robinow syndrome, autosomal recessive 2	AR	618529			
NYX	8082		Night blindness, congenital stationary (complete), 1A, X-linked	XR	310500			
OAT	8091		Gyrate atrophy of choroid and retina with or without ornithinemia	AR	258870			
OBSL1	29092		3-M syndrome 2	AR	612921			
OCA2	8101		Albinism, brown oculocutaneous	AR	203200			
OCA2	8101		Albinism, oculocutaneous, type II	AR	203200			
OCA2	8101		[Skin/hair/eye pigmentation 1, blond/brown hair]	AR	227220			
OCA2	8101		[Skin/hair/eye pigmentation 1, blue/nonblue eyes]	AR	227220			
OCLN	8104		Pseudo-TORCH syndrome 1	AR	251290			
OCRL	8108		Dent disease 2	XR	300555			
OCRL	8108		Lowe syndrome	XR	309000			
ODAD1	26560		Ciliary dyskinesia, primary, 20	AR	615067			
ODAD2	25583		Ciliary dyskinesia, primary, 23	AR	615451			
ODAD2	25583		Ciliary dyskinesia, primary, 30	AR	616037			
ODAD3	28303		Ciliary dyskinesia, primary, 30	AR	616037			
ODAD4	25280		Ciliary dyskinesia, primary, 35	AR	617092			
ODAPH	26300		Amelogenesis imperfecta, type IIA4	AR	614832			
ODC1	8109		Bachmann-Bupp syndrome	AD	619075			
OFD1	2567		?Retinitis pigmentosa 23	XR	300424			
OFD1	2567		Joubert syndrome 10	XR	300804			
OFD1	2567		Orofaciodigital syndrome I	XD	311200			
OFD1	2567		Simpson-Golabi-Behmel syndrome, type 2	XR	300209			
OGDH	8124		?Oxoglutarate dehydrogenase deficiency	AR	203740			
OGT	8127		Intellectual developmental disorder, X-linked 106	XR	300997			
OPA1	8140		?Mitochondrial DNA depletion syndrome 14 (encephalocardiomyopathic type)	AR	616896			
OPA1	8140		Behr syndrome	AR	210000			
OPA1	8140		Optic atrophy 1	AD	165500			
OPA1	8140		Optic atrophy plus syndrome	AD	125250			
OPA1	8140		{Glaucoma, normal tension, susceptibility to}		606657			
OPA3	8142		3-methylglutaconic aciduria, type III	AR	258501			
OPA3	8142		Optic atrophy 3 with cataract	AD	165300			
OPHN1	8148		Intellectual developmental disorder, X-linked syndromic, Billuart type	XR	300486			
OPLAH	8149		5-oxoprolinase deficiency	AD/AR	260005			
OPN1LW	9936		Blue cone monochromacy	XR	303700			
OPN1LW	9936		Colorblindness, protan	X	303900			
OPN1MW	4206		Blue cone monochromacy	XR	303700			
OPN1MW	4206		Colorblindness, deutan	X	303800			
OPN1SW	1012		Colorblindness, tritan	AD	190900			
OPTN	17142		Amyotrophic lateral sclerosis 12 with or without frontotemporal dementia		613435			
OPTN	17142		Glaucoma 1, open angle, E	AD	137760			
OPTN	17142		{Glaucoma, normal tension, susceptibility to}		606657			
ORAI1	25896		Immunodeficiency 9	AR	612782			
